#{"t_start": 1732505008.288806, "env_id": null}
r,l,t,level
1719138.197457,18607,3043.995308,1
330810.563024,9598,4055.996986,1
1246123.034295,13384,5500.900499,1
967884.272275,10384,6726.628575,1
2468699.701631,27605,9988.51135,1
